"","radians","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","location_loop.thisRepN","location_loop.thisTrialN","location_loop.thisN","location_loop.thisIndex","instructions_text.started","key_resp.started","key_resp.keys","key_resp.rt","Instructions_2_text.started","instr_2_resp.started","instr_2_resp.keys","instr_2_resp.rt","Instructions_3_text.started","Instr_3_resp.started","Instr_3_resp.keys","Instr_3_resp.rt","Instr_4_text.started","Instr_4_resp.started","Instr_4_resp.keys","Instr_4_resp.rt","text_4.started","image_feedb.started","recog_resp.started","recog_prompt.started","recog_option_left.started","recog_option_right.started","recog_resp.keys","recog_resp.rt","image_feedb_2.started","conf_resp.started","conf_prompt.started","conf_1.started","conf_2.started","conf_3.started","conf_4.started","conf_5.started","conf_6.started","conf_resp.keys","conf_resp.rt","text_4.stopped","image_2.started","predict_prompt.started","line.started","response","key_resp_2.keys","key_resp_2.rt","instructions_text_2.started","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","participant","date","expName","psychopyVersion","frameRate","X","recog_acc"
"113","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_35.jpg","None","indoors","Hotdog_Weiner.jpg","new",0,70,70,70,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,498.858161708,496.457797708,496.457797708,496.457797708,496.457797708,496.457797708,"left",1.46441508300006,498.208836708,498.208836708,498.208836708,498.208836708,498.208836708,498.208836708,498.208836708,498.208836708,498.208836708,2,0.624527083999851,498.208836708,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"114","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_88.jpg","None","indoors","Puzzle_Piece.jpg","new",0,71,71,71,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,500.923404167,499.374641917,499.374641917,499.374641917,499.374641917,499.374641917,"left",0.981730916999936,500.642995542,500.642995542,500.642995542,500.642995542,500.642995542,500.642995542,500.642995542,500.642995542,500.642995542,2,0.249151417000007,501.173548667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"115","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_94.jpg","None","outdoors","Playground.jpg","new",0,72,72,72,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,504.34038775,501.424971042,501.424971042,501.424971042,501.424971042,501.424971042,"left",2.28929200100004,504.010169917,504.010169917,504.010169917,504.010169917,504.010169917,504.010169917,504.010169917,504.010169917,504.010169917,2,0.29895050000016,504.590224167,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"116","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_6.jpg","None","outdoors","Dragonfly.jpg","new",0,73,73,73,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,506.440358708,504.841565417,504.841565417,504.841565417,504.841565417,504.841565417,"left",0.760683459000006,505.892683667,505.892683667,505.892683667,505.892683667,505.892683667,505.892683667,505.892683667,505.892683667,505.892683667,2,0.518371167000055,506.690381167,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"117","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_47.jpg","None","indoors","Handbag.jpg","new",0,74,74,74,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,508.473719417,506.942771417,506.942771417,506.942771417,506.942771417,506.942771417,"left",0.858695832999842,508.093919042,508.093919042,508.093919042,508.093919042,508.093919042,508.093919042,508.093919042,508.093919042,508.093919042,1,0.362076916999854,508.723957917,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"118","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_143.jpg","None","indoors","Heater_ElectricPortable.jpg","new",0,75,75,75,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,510.807451375,508.974908292,508.974908292,508.974908292,508.974908292,508.974908292,"left",1.18798675000005,510.459979042,510.459979042,510.459979042,510.459979042,510.459979042,510.459979042,510.459979042,510.459979042,510.459979042,2,0.31660245899991,511.057603625,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"119","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_44.jpg","None","outdoors","Bicycle_Kids.jpg","new",0,76,76,76,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,512.840523708,511.30903675,511.30903675,511.30903675,511.30903675,511.30903675,"left",0.891050249999921,512.494175583,512.494175583,512.494175583,512.494175583,512.494175583,512.494175583,512.494175583,512.494175583,512.494175583,2,0.326390041999844,513.090635042,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"120","5.59613573700786","71.8991596638655","251.89915966386602","low","320.797590019559","maps/google_map_1.png","21.1015696443065","objects/1/1_48.jpg","0.0","outdoors","Toy_Lizard.jpg","old",0,77,77,77,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,515.957239792,513.341577458,513.341577458,513.341577458,513.341577458,513.341577458,"right",1.1874153760001,514.826457375,514.826457375,514.826457375,514.826457375,514.826457375,514.826457375,514.826457375,514.826457375,514.826457375,4,1.10620979199996,516.437015,516.437015,516.437015,516.437015,20.5,"['return']","[2.287768291999896]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"122","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_46.jpg","None","outdoors","PlayerFootball.jpg","new",0,78,78,78,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,521.207931583,518.991094833,518.991094833,518.991094833,518.991094833,518.991094833,"left",1.13184712500004,520.409518708,520.409518708,520.409518708,520.409518708,520.409518708,520.409518708,520.409518708,520.409518708,520.409518708,1,0.768709125999862,521.4579195,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"123","5.84035167694754","71.8991596638655","251.89915966386602","low","334.797229888712","maps/google_map_1.png","7.10192977515327","objects/1/1_106.jpg","0.0","indoors","PotatoMasher_Grate.jpg","old",0,79,79,79,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,523.657533667,521.708046875,521.708046875,521.708046875,521.708046875,521.708046875,"right",0.960003583999992,522.960057625,522.960057625,522.960057625,522.960057625,522.960057625,522.960057625,522.960057625,522.960057625,522.960057625,5,0.666629541999896,524.139570125,524.139570125,524.139570125,524.139570125,297,"['return']","[4.275309999999877]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"125","1.4472400673955","148.319327731092","328.319327731092","low","82.9628064112068","maps/google_map_1.png","24.643478680114303","objects/1/1_97.jpg","0.0","indoors","LetterMail.jpg","old",0,80,80,80,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,530.72411475,528.674268583,528.674268583,528.674268583,528.674268583,528.674268583,"right",1.27170045900004,530.242591042,530.242591042,530.242591042,530.242591042,530.242591042,530.242591042,530.242591042,530.242591042,530.242591042,6,0.460143041999913,531.203718125,531.203718125,531.203718125,531.203718125,88.5,"['return']","[2.32838849999996]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"127","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_8.jpg","None","outdoors","Sign_OneWay.jpg","new",0,81,81,81,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,536.707358542,533.79155075,533.79155075,533.79155075,533.79155075,533.79155075,"left",2.077415417,536.159423,536.159423,536.159423,536.159423,536.159423,536.159423,536.159423,536.159423,536.159423,2,0.524119584000005,536.957530792,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"128","3.92754334511961","148.319327731092","328.319327731092","high","225.14579685399","maps/google_map_1.png","166.826469122898","objects/1/1_18.jpg","0.0","outdoors","Toy_SeeSaw.jpg","old",0,82,82,82,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,539.274406333,537.208645542,537.208645542,537.208645542,537.208645542,537.208645542,"right",1.036983459,538.543085958,538.543085958,538.543085958,538.543085958,538.543085958,538.543085958,538.543085958,538.543085958,538.543085958,5,0.704002876000118,539.752526917,539.752526917,539.752526917,539.752526917,11.5,"['return']","[2.670187626000029]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"130","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_120.jpg","None","indoors","Briefcase_Silver.jpg","new",0,83,83,83,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,544.974159792,542.69206175,542.69206175,542.69206175,542.69206175,542.69206175,"left",1.41794791699988,544.4103665,544.4103665,544.4103665,544.4103665,544.4103665,544.4103665,544.4103665,544.4103665,544.4103665,2,0.531428958999982,545.224771292,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"131","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_69.jpg","None","outdoors","Statue_Head.jpg","new",0,84,84,84,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,547.091003,545.475372625,545.475372625,545.475372625,545.475372625,545.475372625,"left",0.939601166999978,546.710441708,546.710441708,546.710441708,546.710441708,546.710441708,546.710441708,546.710441708,546.710441708,546.710441708,1,0.348344667000106,547.341026417,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"132","5.93195336185991","71.8991596638655","251.89915966386602","low","340.048281890059","maps/google_map_1.png","1.85087777380689","objects/1/1_59.jpg","0.0","indoors","Candy_Toffee.jpg","old",0,85,85,85,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,549.441334167,547.591978292,547.591978292,547.591978292,547.591978292,547.591978292,"right",1.0046589169998,548.893542875,548.893542875,548.893542875,548.893542875,548.893542875,548.893542875,548.893542875,548.893542875,548.893542875,6,0.529154791999986,549.920189875,549.920189875,549.920189875,549.920189875,345,"['return']","[1.0959060420001379]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"134","3.9269260434692597","148.319327731092","328.319327731092","high","225.110410135181","maps/google_map_1.png","166.791082404088","objects/1/1_91.jpg","0.0","indoors","Abacus.jpg","old",0,86,86,86,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,553.725236042,551.276888333,551.276888333,551.276888333,551.276888333,551.276888333,"right",1.51278308399981,553.07741425,553.07741425,553.07741425,553.07741425,553.07741425,553.07741425,553.07741425,553.07741425,553.07741425,5,0.629044874999977,554.199709167,554.199709167,554.199709167,554.199709167,224,"['return']","[3.2120151669997767]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"136","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_89.jpg","None","outdoors","Bird_Duck.jpg","new",0,87,87,87,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,560.19208125,557.675539958,557.675539958,557.675539958,557.675539958,557.675539958,"left",1.63754345799987,559.610255167,559.610255167,559.610255167,559.610255167,559.610255167,559.610255167,559.610255167,559.610255167,559.610255167,2,0.555349250999939,560.441581625,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"137","0.48747976771791396","71.8991596638655","251.89915966386602","low","27.944700060262605","maps/google_map_1.png","46.045540396397","objects/1/1_51.jpg","0.0","indoors","Toy_LambPlushie.jpg","old",0,88,88,88,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,562.741972042,560.692245167,560.692245167,560.692245167,560.692245167,560.692245167,"right",1.16801591699993,562.162463333,562.162463333,562.162463333,562.162463333,562.162463333,562.162463333,562.162463333,562.162463333,562.162463333,5,0.560900416999971,563.216845583,563.216845583,563.216845583,563.216845583,351,"['return']","[1.3314281249998885]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"139","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_1.jpg","None","indoors","Sieve_SideView.jpg","new",0,89,89,89,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,567.358734125,564.809269292,564.809269292,564.809269292,564.809269292,564.809269292,"left",1.47803154200017,566.576216292,566.576216292,566.576216292,566.576216292,566.576216292,566.576216292,566.576216292,566.576216292,566.576216292,3,0.764031500999977,567.607805667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"140","3.14457938999197","148.319327731092","328.319327731092","medium","180.26251280208803","maps/google_map_1.png","121.943185070995","objects/1/1_44.jpg","0.0","outdoors","Camel_Dromedary.jpg","old",0,90,90,90,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,569.625099625,567.859211833,567.859211833,567.859211833,567.859211833,567.859211833,"right",0.999049583999863,569.145125542,569.145125542,569.145125542,569.145125542,569.145125542,569.145125542,569.145125542,569.145125542,569.145125542,6,0.449269667000067,570.103840208,570.103840208,570.103840208,570.103840208,190,"['return']","[1.9454528759998766]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"142","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_68.jpg","None","indoors","KitchenTools.jpg","new",0,91,91,91,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,574.508519083,572.309299375,572.309299375,572.309299375,572.309299375,572.309299375,"left",1.36117216699984,573.961261792,573.961261792,573.961261792,573.961261792,573.961261792,573.961261792,573.961261792,573.961261792,573.961261792,2,0.526448334000065,574.75826075,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"143","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_28.jpg","None","outdoors","LawnMower.jpg","new",0,92,92,92,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,576.692008542,575.009708125,575.009708125,575.009708125,575.009708125,575.009708125,"left",1.01460495799995,576.310685917,576.310685917,576.310685917,576.310685917,576.310685917,576.310685917,576.310685917,576.310685917,576.310685917,2,0.35283995899988,576.941849917,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"144","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_101.jpg","None","outdoors","PoliceTape.jpg","new",0,93,93,93,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,578.492042333,577.192400292,577.192400292,577.192400292,577.192400292,577.192400292,"left",0.895434250999983,578.377633292,578.377633292,578.377633292,578.377633292,578.377633292,578.377633292,578.377633292,578.377633292,578.377633292,1,0.0831508759998769,578.74180825,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"145","2.1151913542011003","71.8991596638655","251.89915966386602","high","121.25300756566799","maps/google_map_1.png","139.353847901802","objects/1/1_50.jpg","0.0","outdoors","GatedEntrance.jpg","old",0,94,94,94,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,581.191859,578.993190917,578.993190917,578.993190917,578.993190917,578.993190917,"right",1.04878066700019,580.3317115,580.3317115,580.3317115,580.3317115,580.3317115,580.3317115,580.3317115,580.3317115,580.3317115,4,0.832282499999906,581.671740583,581.671740583,581.671740583,581.671740583,88.5,"['return']","[2.0041133749999744]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"147","1.10918743929277","148.319327731092","328.319327731092","low","63.5839933352542","maps/google_map_1.png","5.26466560416175","objects/1/1_17.jpg","0.0","indoors","WashingMachine.jpg","old",0,95,95,95,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,587.174979833,583.942039958,583.942039958,583.942039958,583.942039958,583.942039958,"right",1.95457495900007,586.21049625,586.21049625,586.21049625,586.21049625,586.21049625,586.21049625,586.21049625,586.21049625,586.21049625,5,0.935375375000035,587.652281583,587.652281583,587.652281583,587.652281583,9.5,"['return']","[1.4359422920000497]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"149","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_58.jpg","None","indoors","Fryingpan.jpg","new",0,96,96,96,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,591.45917425,589.359461375,589.359461375,589.359461375,589.359461375,589.359461375,"left",1.09050608399991,590.744601,590.744601,590.744601,590.744601,590.744601,590.744601,590.744601,590.744601,590.744601,3,0.695569584000054,591.708901625,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"150","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_22.jpg","None","outdoors","Hippopotamus.jpg","new",0,97,97,97,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,593.742334875,591.959633958,591.959633958,591.959633958,591.959633958,591.959633958,"left",1.17748462499992,593.428111333,593.428111333,593.428111333,593.428111333,593.428111333,593.428111333,593.428111333,593.428111333,593.428111333,2,0.296146499999963,593.99234025,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"151","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_45.jpg","None","indoors","Crib_Basket.jpg","new",0,98,98,98,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,596.492226167,594.244651375,594.244651375,594.244651375,594.244651375,594.244651375,"left",0.879238332999989,595.411662833,595.411662833,595.411662833,595.411662833,595.411662833,595.411662833,595.411662833,595.411662833,595.411662833,2,1.05395779200001,596.742242667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"152","0.789928852218592","71.8991596638655","251.89915966386602","medium","45.282545668581704","maps/google_map_1.png","63.38338600471621","objects/1/1_36.jpg","0.0","outdoors","Hay.jpg","old",0,99,99,99,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,598.908861667,596.994737417,596.994737417,596.994737417,596.994737417,596.994737417,"right",1.05449108300002,598.346979375,598.346979375,598.346979375,598.346979375,598.346979375,598.346979375,598.346979375,598.346979375,598.346979375,5,0.532348333999948,599.383628208,599.383628208,599.383628208,599.383628208,10.5,"['return']","[1.416408499999875]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"154","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_72.jpg","None","outdoors","PirateFlag.jpg","new",0,100,100,100,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,603.392529583,601.05970375,601.05970375,601.05970375,601.05970375,601.05970375,"left",0.877311749999876,602.228117917,602.228117917,602.228117917,602.228117917,602.228117917,602.228117917,602.228117917,602.228117917,602.228117917,1,1.14592654199998,603.642209375,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"155","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_70.jpg","None","outdoors","Paratrooper.jpg","new",0,101,101,101,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,606.041954583,603.892998667,603.892998667,603.892998667,603.892998667,603.892998667,"left",1.49875474999988,605.677809083,605.677809083,605.677809083,605.677809083,605.677809083,605.677809083,605.677809083,605.677809083,605.677809083,1,0.336048291999873,606.291996333,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"156","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_91.jpg","None","outdoors","PortaPotty.jpg","new",0,102,102,102,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,608.3425965,606.543328125,606.543328125,606.543328125,606.543328125,606.543328125,"left",1.09857104200012,607.928915458,607.928915458,607.928915458,607.928915458,607.928915458,607.928915458,607.928915458,607.928915458,607.928915458,2,0.396575791999908,608.591945667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"157","5.84664382643996","71.8991596638655","251.89915966386602","low","335.157926356431","maps/google_map_1.png","6.741233307434911","objects/1/1_100.jpg","0.0","indoors","Chair_BeanBag.jpg","old",0,103,103,103,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,610.526024333,608.843643958,608.843643958,608.843643958,608.843643958,608.843643958,"right",0.793221708000033,609.930201833,609.930201833,609.930201833,609.930201833,609.930201833,609.930201833,609.930201833,609.930201833,609.930201833,6,0.577493166999943,611.000532083,611.000532083,611.000532083,611.000532083,18,"['return']","[2.4014736670000048]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"159","3.24686821143275","71.8991596638655","251.89915966386602","high","186.12620320315102","maps/google_map_1.png","155.772956460714","objects/1/1_137.jpg","0.0","indoors","CigarCase.jpg","old",0,104,104,104,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,617.792288583,613.676689667,613.676689667,613.676689667,613.676689667,613.676689667,"right",2.61871041699999,616.594861708,616.594861708,616.594861708,616.594861708,616.594861708,616.594861708,616.594861708,616.594861708,616.594861708,4,1.173003042,618.268321917,618.268321917,618.268321917,618.268321917,134.5,"['return']","[1.5062602919998653]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"161","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_5.jpg","None","indoors","Glass_Beer.jpg","new",0,105,105,105,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,622.45966175,620.042924958,620.042924958,620.042924958,620.042924958,620.042924958,"left",1.41448579200016,621.744450708,621.744450708,621.744450708,621.744450708,621.744450708,621.744450708,621.744450708,621.744450708,621.744450708,2,0.693141999999966,622.709413667,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"162","2.3257941663896604","148.319327731092","328.319327731092","medium","133.325780238898","maps/google_map_1.png","75.0064525078051","objects/1/1_23.jpg","0.0","indoors","HairScrunchie.jpg","old",0,106,106,106,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,625.159007167,622.961960667,622.961960667,622.961960667,622.961960667,622.961960667,"right",0.961848374999931,624.213503958,624.213503958,624.213503958,624.213503958,624.213503958,624.213503958,624.213503958,624.213503958,624.213503958,5,0.913572791999854,625.637138667,625.637138667,625.637138667,625.637138667,285.5,"['return']","[1.1078432080001903]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"164","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_82.jpg","None","indoors","Drum_Conga.jpg","new",0,107,107,107,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,629.359837417,627.01047675,627.01047675,627.01047675,627.01047675,627.01047675,"left",1.13150433399994,628.428433292,628.428433292,628.428433292,628.428433292,628.428433292,628.428433292,628.428433292,628.428433292,628.428433292,3,0.913318541999956,629.60940475,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"165","0.691657706209344","148.319327731092","328.319327731092","low","39.6491678718732","maps/google_map_1.png","18.670159859219197","objects/1/1_26.jpg","0.0","indoors","JuiceBox.jpg","old",0,108,108,108,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,631.675976583,629.860435125,629.860435125,629.860435125,629.860435125,629.860435125,"left",0.916963792000047,631.078738375,631.078738375,631.078738375,631.078738375,631.078738375,631.078738375,631.078738375,631.078738375,631.078738375,2,0.576492792000067,632.155579875,632.155579875,632.155579875,632.155579875,4.5,"['return']","[2.3911515830001235]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"167","2.23671523458584","148.319327731092","328.319327731092","medium","128.219344657787","maps/google_map_1.png","69.9000169266947","objects/1/1_78.jpg","0.0","indoors","Blueprints.jpg","old",0,109,109,109,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,640.575830167,634.810309375,634.810309375,634.810309375,634.810309375,634.810309375,"right",1.72208912500002,636.827788542,636.827788542,636.827788542,636.827788542,636.827788542,636.827788542,636.827788542,636.827788542,636.827788542,6,3.72326416699991,641.056409583,641.056409583,641.056409583,641.056409583,214.5,"['return']","[2.1426741670001093]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"169","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_102.jpg","None","outdoors","Golf_Club.jpg","new",0,110,110,110,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,646.093422583,643.459620792,643.459620792,643.459620792,643.459620792,643.459620792,"left",1.22485208399996,644.977044208,644.977044208,644.977044208,644.977044208,644.977044208,644.977044208,644.977044208,644.977044208,644.977044208,3,1.09557445899998,646.342953,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
